participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.session_name,player.condition,player.block_order,player.trade_payoff,player.payable_round,player.data_available,player.pay_for_data,player.ack_brokerage_fee,player.round_type,player.investment_amount,player.return_forecast,player.telemetry_payload,player.imbalance_informative,player.realized_return,player.imbalance_was_informative,player.investment_payoff,player.cumulative_bonuses,player.round_payoff,player.self_assesment,subsession.training,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
68,i2sgh938,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
69,588ci7nv,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
70,bjo1kx0v,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
71,2zmqkvp4,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
72,470tfviy,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
73,9gyvu00x,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
74,z4p83vub,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
75,3jhsgk0s,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
76,s78wc8yk,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
77,2p2sv4bn,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
78,p5dyvl2a,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
79,ctfq4lm0,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
80,52mc9nne,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
81,1rm81xpy,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
82,ne25do2k,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
83,blep05xv,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
84,r67ble2p,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
85,umkd4k3b,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
86,kede2j6z,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
87,bj34gpv1,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
88,ol4sgoqx,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
89,ds2lqftx,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
90,2gekyf0t,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
91,6pr9qwd4,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
92,ssgz07b8,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
93,409pvrmu,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
94,4fh17kc2,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
95,xfzk1x8d,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
96,1a5qzoql,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
97,3x36m0rt,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
98,wtzczkzr,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
99,plebsarm,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
100,hthnd810,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
1,6wt574tn,668a6f07c623b9b9500b962f,0,3,52,intro,comprehensionQuestions,2026-01-12 11:58:17.222049,1,,,0.0,1,,0.0,,control,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
2,msi911c4,5f8ece6117db5206eafc8b73,0,52,52,post_exp,FinalForProlific,2026-01-12 12:08:06.099778,1,,,109.78,2,,105.9,,treatment,,0.0,4,1,1,,free_data,50.0,12.0,[],1,9.79071704878857,1,104.9,5.0,105.9,,0,461q1n1d,,,,,0
3,ybu7wgc0,62a0de11fe1eb0f5e7a97389,0,52,52,post_exp,FinalForProlific,2026-01-12 12:42:59.794356,1,,,110.74,3,,110.79,,treatment,,0.0,6,1,1,,free_data,100.0,27.0,[],1,9.79071704878857,1,109.79,7.0,110.79,,0,461q1n1d,,,,,0
4,t2whvuhh,5f2f03deec679e2cf4a992e6,0,52,52,post_exp,FinalForProlific,2026-01-12 12:43:17.998797,1,,,112.35,4,,100.0,,treatment,,0.0,9,1,1,,free_data,0.0,-4.0,[],0,9.79071704878857,1,100.0,4.0,100.0,,0,461q1n1d,,,,,0
5,9olw9405,5ecae23b40dae00008174c32,0,52,52,post_exp,FinalForProlific,2026-01-12 12:45:31.992880,1,,,118.42,5,,106.87,,control,,0.0,14,1,,,free_data,60.0,23.0,[],1,9.79071704878857,1,105.87,7.0,106.87,,0,461q1n1d,,,,,0
6,p9t04pw0,5ea159434ac916016387488e,0,52,52,post_exp,FinalForProlific,2026-01-12 12:46:57.010699,1,,,105.89,6,,106.9,,treatment,,0.0,6,1,1,,free_data,50.0,10.0,[],1,9.79071704878857,1,104.9,4.0,106.9,,0,461q1n1d,,,,,0
7,ccodk2rc,63d7f3f795d4674597d533a1,0,52,52,post_exp,FinalForProlific,2026-01-12 12:49:25.762528,1,,,118.07,7,,101.47,,treatment,,0.0,9,1,1,,free_data,15.0,17.0,[],0,9.79071704878857,1,101.47,6.0,101.47,,0,461q1n1d,,,,,0
8,samrpio0,5ec79cbd44972a1fceed2719,0,52,52,post_exp,FinalForProlific,2026-01-12 12:51:01.062574,1,,,119.3,8,,108.83,,treatment,,0.0,6,1,1,,free_data,80.0,18.0,[],1,9.79071704878857,1,107.83,3.0,108.83,,0,461q1n1d,,,,,0
9,iwejo55l,66c20b634a3b292d25596fbc,0,3,52,intro,comprehensionQuestions,2026-01-12 12:55:05.751367,1,,,0.0,9,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
10,j5394dae,60fd14512de6e8dab5242343,0,52,52,post_exp,FinalForProlific,2026-01-12 12:57:07.288139,1,,,115.87,10,,101.98,,treatment,,0.0,8,1,0,,free_data,10.0,4.0,[],1,9.79071704878857,1,100.98,3.0,101.98,,0,461q1n1d,,,,,0
11,i597wq6a,67eff0475e43d9a5390ff55e,0,52,52,post_exp,FinalForProlific,2026-01-12 12:57:25.610637,1,,,126.66,11,,108.83,,treatment,,0.0,11,1,1,,free_data,80.0,1.0,[],1,9.79071704878857,1,107.83,3.0,108.83,,0,461q1n1d,,,,,0
12,ul2kc8gp,6661c9ae13d2c1b196d73a43,0,14,52,main,DataFeeDecision,2026-01-12 13:01:59.306032,1,,,111.58,12,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
13,sgflujhv,63d3fc9de67e1179cdf0d080,0,3,52,intro,comprehensionQuestions,2026-01-12 13:04:09.707872,1,,,0.0,13,,0.0,,control,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
14,cfpzesdf,66f69dcc061074dacb886b52,0,52,52,post_exp,FinalForProlific,2026-01-12 13:06:55.036073,1,,,109.41,14,,105.92,,treatment,,0.0,11,1,1,,free_data,40.0,10.0,[],1,9.79071704878857,1,103.92,2.0,105.92,,0,461q1n1d,,,,,0
15,emtejkbt,5d09edb73d40080001655677,0,52,52,post_exp,FinalForProlific,2026-01-12 13:12:41.689463,1,,,110.33,15,,101.98,,treatment,,0.0,9,1,1,,free_data,10.0,0.0,[],1,9.79071704878857,1,100.98,3.0,101.98,,0,461q1n1d,,,,,0
16,9mnmq71z,58bb48b71c81f300014468a3,0,52,52,post_exp,FinalForProlific,2026-01-12 13:18:33.245847,1,,,137.52,16,,110.79,,treatment,,0.0,11,1,1,,free_data,100.0,25.0,[],1,9.79071704878857,1,109.79,5.0,110.79,,0,461q1n1d,,,,,0
17,0epe8f6d,,0,0,52,,,,0,,,0.0,17,,0.0,,control,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
18,en9w510c,,0,0,52,,,,0,,,0.0,18,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
19,6qj3vys6,,0,0,52,,,,0,,,0.0,19,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
20,pqcdc1sj,,0,0,52,,,,0,,,0.0,20,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
21,s432tmda,,0,0,52,,,,0,,,0.0,21,,0.0,,control,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
22,yxb4ahgs,,0,0,52,,,,0,,,0.0,22,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
23,l9m4eq7c,,0,0,52,,,,0,,,0.0,23,,0.0,,treatment,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
24,pyy6b06u,,0,0,52,,,,0,,,0.0,24,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
25,t67bymso,,0,0,52,,,,0,,,0.0,25,,0.0,,control,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
26,pbnw6k1u,,0,0,52,,,,0,,,0.0,26,,0.0,,treatment,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
27,o8v0tu3x,,0,0,52,,,,0,,,0.0,27,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
28,uz3wphd2,,0,0,52,,,,0,,,0.0,28,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
29,d9kpy4wv,,0,0,52,,,,0,,,0.0,29,,0.0,,control,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
30,hn0d0oom,,0,0,52,,,,0,,,0.0,30,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
31,ppt1jtmn,,0,0,52,,,,0,,,0.0,31,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
32,zax1jttz,,0,0,52,,,,0,,,0.0,32,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
33,0yzr41vf,,0,0,52,,,,0,,,0.0,33,,0.0,,control,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
34,u4bx83n4,,0,0,52,,,,0,,,0.0,34,,0.0,,treatment,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
35,gnbv9v11,,0,0,52,,,,0,,,0.0,35,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
36,xxzedbp3,,0,0,52,,,,0,,,0.0,36,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
37,o8k3ito7,,0,0,52,,,,0,,,0.0,37,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
38,n8upco0z,,0,0,52,,,,0,,,0.0,38,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
39,4y37qyvy,,0,0,52,,,,0,,,0.0,39,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
40,osildy02,,0,0,52,,,,0,,,0.0,40,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
41,1lsxphst,,0,0,52,,,,0,,,0.0,41,,0.0,,control,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
42,3yjm3dhd,,0,0,52,,,,0,,,0.0,42,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
43,6kaioor2,,0,0,52,,,,0,,,0.0,43,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
44,9f7m3hdf,,0,0,52,,,,0,,,0.0,44,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
45,6ut27tp1,,0,0,52,,,,0,,,0.0,45,,0.0,,control,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
46,9yh6dlbt,,0,0,52,,,,0,,,0.0,46,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
47,219oy01u,,0,0,52,,,,0,,,0.0,47,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
48,7bpctl9o,,0,0,52,,,,0,,,0.0,48,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
49,7wvvyz5w,,0,0,52,,,,0,,,0.0,49,,0.0,,control,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
50,9v6740c3,,0,0,52,,,,0,,,0.0,50,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
51,ykznxeqm,,0,0,52,,,,0,,,0.0,51,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
52,73bgu8ul,,0,0,52,,,,0,,,0.0,52,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
53,ewaeg9gm,,0,0,52,,,,0,,,0.0,53,,0.0,,control,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
54,nidpofue,,0,0,52,,,,0,,,0.0,54,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
55,7zgkvvwf,,0,0,52,,,,0,,,0.0,55,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
56,pqoodroh,,0,0,52,,,,0,,,0.0,56,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
57,tkbqtsrd,,0,0,52,,,,0,,,0.0,57,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
58,dt9odxsr,,0,0,52,,,,0,,,0.0,58,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
59,3ujy8kbo,,0,0,52,,,,0,,,0.0,59,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
60,p4to1yx5,,0,0,52,,,,0,,,0.0,60,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
61,x909whia,,0,0,52,,,,0,,,0.0,61,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
62,v5adyj4t,,0,0,52,,,,0,,,0.0,62,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
63,bnc4t5dr,,0,0,52,,,,0,,,0.0,63,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
64,ajj007nu,,0,0,52,,,,0,,,0.0,64,,0.0,,treatment,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
65,crll0mwy,,0,0,52,,,,0,,,0.0,65,,0.0,,control,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
66,8iqnj1ut,,0,0,52,,,,0,,,0.0,66,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
67,w60r8k13,,0,0,52,,,,0,,,0.0,67,,0.0,,treatment,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
68,i2sgh938,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
69,588ci7nv,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
70,bjo1kx0v,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
71,2zmqkvp4,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
72,470tfviy,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
73,9gyvu00x,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
74,z4p83vub,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
75,3jhsgk0s,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
76,s78wc8yk,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
77,2p2sv4bn,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
78,p5dyvl2a,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
79,ctfq4lm0,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
80,52mc9nne,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
81,1rm81xpy,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
82,ne25do2k,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
83,blep05xv,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
84,r67ble2p,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,0.0,8,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
85,umkd4k3b,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
86,kede2j6z,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
87,bj34gpv1,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
88,ol4sgoqx,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
89,ds2lqftx,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
90,2gekyf0t,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,0.0,4,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
91,6pr9qwd4,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
92,ssgz07b8,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
93,409pvrmu,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,0.0,6,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
94,4fh17kc2,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,0.0,5,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
95,xfzk1x8d,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
96,1a5qzoql,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
97,3x36m0rt,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,0.0,10,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
98,wtzczkzr,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
99,plebsarm,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
100,hthnd810,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,0.0,12,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
1,6wt574tn,668a6f07c623b9b9500b962f,0,3,52,intro,comprehensionQuestions,2026-01-12 11:58:17.222049,1,,,0.0,1,,0.0,,control,,0.0,11,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
2,msi911c4,5f8ece6117db5206eafc8b73,0,52,52,post_exp,FinalForProlific,2026-01-12 12:08:06.099778,1,,,109.78,2,,99.39,,treatment,,0.0,4,0,0,,paid_data,20.0,5.0,[],,-3.044953941097,0,99.39,5.0,99.39,,0,461q1n1d,,,,,0
3,ybu7wgc0,62a0de11fe1eb0f5e7a97389,0,52,52,post_exp,FinalForProlific,2026-01-12 12:42:59.794356,1,,,110.74,3,,98.48,,treatment,,0.0,6,0,0,,paid_data,50.0,8.0,[],,-3.044953941097,0,98.48,7.0,98.48,,0,461q1n1d,,,,,0
4,t2whvuhh,5f2f03deec679e2cf4a992e6,0,52,52,post_exp,FinalForProlific,2026-01-12 12:43:17.998797,1,,,112.35,4,,94.33,,treatment,,0.0,9,1,1,,paid_data,55.0,20.0,[],1,-3.044953941097,0,94.33,4.0,94.33,,0,461q1n1d,,,,,0
5,9olw9405,5ecae23b40dae00008174c32,0,52,52,post_exp,FinalForProlific,2026-01-12 12:45:31.992880,1,,,118.42,5,,99.48,,control,,0.0,14,1,,,free_data,50.0,18.0,[],0,-3.044953941097,0,98.48,8.0,99.48,,0,461q1n1d,,,,,0
6,p9t04pw0,5ea159434ac916016387488e,0,52,52,post_exp,FinalForProlific,2026-01-12 12:46:57.010699,1,,,105.89,6,,95.24,,treatment,,0.0,6,1,1,,paid_data,25.0,8.0,[],1,-3.044953941097,0,95.24,4.0,95.24,,0,461q1n1d,,,,,0
7,ccodk2rc,63d7f3f795d4674597d533a1,0,52,52,post_exp,FinalForProlific,2026-01-12 12:49:25.762528,1,,,118.07,7,,96.7,,treatment,,0.0,9,1,1,,paid_data,10.0,14.0,[],0,-3.044953941097,0,95.7,7.0,96.7,,0,461q1n1d,,,,,0
8,samrpio0,5ec79cbd44972a1fceed2719,0,52,52,post_exp,FinalForProlific,2026-01-12 12:51:01.062574,1,,,119.3,8,,94.08,,treatment,,0.0,6,1,1,,paid_data,96.0,25.0,[],0,-3.044953941097,0,93.08,4.0,94.08,,0,461q1n1d,,,,,0
9,iwejo55l,66c20b634a3b292d25596fbc,0,3,52,intro,comprehensionQuestions,2026-01-12 12:55:05.751367,1,,,0.0,9,,0.0,,control,,0.0,13,1,,,free_data,,,,,,,0.0,0.0,,,0,461q1n1d,,,,,0
10,j5394dae,60fd14512de6e8dab5242343,0,52,52,post_exp,FinalForProlific,2026-01-12 12:57:07.288139,1,,,115.87,10,,99.09,,treatment,,0.0,8,0,0,,paid_data,30.0,25.0,[],,-3.044953941097,0,99.09,3.0,99.09,,0,461q1n1d,,,,,0
